valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2013-W23,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W24,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,219,186171.8,14146,2.69,0.04,100,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,39998.2,2628,0,0,0,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,32597.6,2313,0,0,0,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24766.6,1949,0,0,0,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,22012.5,1716,0,0,0,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,51240.1,4155,0,0,0,falling,TRUE
consultations,2013-W24,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,174,15556.8,1385,32.14,0.36,100,stagnant,TRUE
consultations,2013-W24,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W25,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,146.5,166787.8,12800,1.8,0.02,100,falling,TRUE
consultations,2013-W25,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,34170.3,2259,0,0,0,falling,TRUE
consultations,2013-W25,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,27320.8,1932,0,0,0,falling,TRUE
consultations,2013-W25,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21143,1671,0,0,0,falling,TRUE
consultations,2013-W25,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,39.6,19523.5,1533,5.12,0.07,37.2,rising,TRUE
consultations,2013-W25,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,48425.9,3946,0,0,0,falling,TRUE
consultations,2013-W25,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,66.8,16204.3,1459,12.34,0.14,62.8,falling,TRUE
consultations,2013-W25,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W26,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,181.5,179603.2,13875,2.23,0.03,100,stagnant,TRUE
consultations,2013-W26,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,37883.1,2540,0,0,0,falling,TRUE
consultations,2013-W26,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29812.4,2158,0,0,0,falling,TRUE
consultations,2013-W26,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26674.8,2130,0,0,0,falling,TRUE
consultations,2013-W26,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,22390.3,1775,0,0,0,falling,TRUE
consultations,2013-W26,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,49231.3,4046,0,0,0,falling,TRUE
consultations,2013-W26,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,159.1,13611.4,1226,29.39,0.33,100,stagnant,TRUE
consultations,2013-W26,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W27,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,202.7,160672.1,12040,2.49,0.03,100,rising,TRUE
consultations,2013-W27,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30438.6,1961,0,0,0,falling,TRUE
consultations,2013-W27,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,28965.9,2036,0,0,0,falling,TRUE
consultations,2013-W27,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20843.9,1612,0,0,0,falling,TRUE
consultations,2013-W27,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19759.1,1504,0,0,0,falling,TRUE
consultations,2013-W27,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,48914.8,3901,0,0,0,falling,TRUE
consultations,2013-W27,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,184.3,11749.9,1026,34.04,0.39,100,rising,TRUE
consultations,2013-W27,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W28,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,149,164218.7,11083,1.83,0.03,100,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,34651.6,1999,0,0,0,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,25942.4,1623,0,0,0,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20651.5,1429,0,0,0,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,15541.8,1075,0,0,0,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,50793.3,3650,0,0,0,falling,TRUE
consultations,2013-W28,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,97.6,16638.2,1307,18.03,0.23,100,falling,TRUE
consultations,2013-W28,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W29,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,96,169022.9,10207,1.18,0.02,100,falling,TRUE
consultations,2013-W29,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33407.7,1682,0,0,0,falling,TRUE
consultations,2013-W29,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26864.4,1443,0,0,0,falling,TRUE
consultations,2013-W29,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20752.7,1301,0,0,0,falling,TRUE
consultations,2013-W29,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20920.4,1311,0,0,0,falling,TRUE
consultations,2013-W29,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,44.2,53503.9,3467,1.87,0.03,52.6,rising,TRUE
consultations,2013-W29,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,39.9,13573.9,1003,7.37,0.1,47.4,falling,TRUE
consultations,2013-W29,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W30,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,131.9,185314.4,9579,1.62,0.03,100,stagnant,TRUE
consultations,2013-W30,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,43.6,39537.8,1696,2.53,0.06,38.1,rising,TRUE
consultations,2013-W30,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,34603.6,1512,0,0,0,falling,TRUE
consultations,2013-W30,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21649.5,1118,0,0,0,falling,TRUE
consultations,2013-W30,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20264,1154,0,0,0,falling,TRUE
consultations,2013-W30,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,53979.6,3132,0,0,0,falling,TRUE
consultations,2013-W30,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,70.9,15280,967,13.09,0.21,61.9,stagnant,TRUE
consultations,2013-W30,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W31,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,114.8,141724,6243,1.41,0.03,100,stagnant,TRUE
consultations,2013-W31,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,23483.8,851,0,0,0,falling,TRUE
consultations,2013-W31,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26562.9,1053,0,0,0,falling,TRUE
consultations,2013-W31,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22024.7,1007,0,0,0,falling,TRUE
consultations,2013-W31,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17942.6,814,0,0,0,falling,TRUE
consultations,2013-W31,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,36851.5,1724,0,0,0,falling,TRUE
consultations,2013-W31,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,72.9,14858.5,794,13.46,0.25,100,stagnant,TRUE
consultations,2013-W31,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W32,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,223.8,145231.5,8208,2.75,0.05,100,rising,TRUE
consultations,2013-W32,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,26784.5,1288,0,0,0,falling,TRUE
consultations,2013-W32,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31804,1673,0,0,0,falling,TRUE
consultations,2013-W32,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26292.9,1560,0,0,0,falling,TRUE
consultations,2013-W32,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,47.8,16172.4,919,6.18,0.11,19.9,rising,TRUE
consultations,2013-W32,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,149.7,31604.7,1935,6.33,0.1,62.2,rising,TRUE
consultations,2013-W32,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,43,12573,833,7.95,0.12,17.9,falling,TRUE
consultations,2013-W32,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W33,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,50.5,162296.3,10590,0.62,0.01,100,falling,TRUE
consultations,2013-W33,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,27671.4,1534,0,0,0,falling,TRUE
consultations,2013-W33,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31502.8,1869,0,0,0,falling,TRUE
consultations,2013-W33,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,25348.3,1716,0,0,0,falling,TRUE
consultations,2013-W33,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17106.7,1160,0,0,0,falling,TRUE
consultations,2013-W33,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,49.9,47348.2,3313,2.11,0.03,100,stagnant,TRUE
consultations,2013-W33,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13318.7,998,0,0,0,falling,TRUE
consultations,2013-W33,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W34,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,97.7,166271.5,12406,1.2,0.02,100,stagnant,TRUE
consultations,2013-W34,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30528.3,1935,0,0,0,falling,TRUE
consultations,2013-W34,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31150.5,2169,0,0,0,falling,TRUE
consultations,2013-W34,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21890.9,1676,0,0,0,falling,TRUE
consultations,2013-W34,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20895.8,1597,0,0,0,falling,TRUE
consultations,2013-W34,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,47205.4,3757,0,0,0,falling,TRUE
consultations,2013-W34,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,74.2,14600.6,1272,13.7,0.16,100,rising,TRUE
consultations,2013-W34,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W35,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,143.3,170249.4,12888,1.76,0.02,100,rising,TRUE
consultations,2013-W35,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,31767.7,2053,0,0,0,falling,TRUE
consultations,2013-W35,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30826,2188,0,0,0,falling,TRUE
consultations,2013-W35,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22995.8,1787,0,0,0,falling,TRUE
consultations,2013-W35,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19935.5,1547,0,0,0,falling,TRUE
consultations,2013-W35,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,138.8,51103.4,4118,5.87,0.07,100,rising,TRUE
consultations,2013-W35,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13621,1195,0,0,0,falling,TRUE
consultations,2013-W35,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W36,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,525,170514.6,12637,6.45,0.09,100,rising,TRUE
consultations,2013-W36,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33542.4,2113,0,0,0,falling,TRUE
consultations,2013-W36,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26236.4,1825,0,0,0,falling,TRUE
consultations,2013-W36,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,59.4,22994.6,1749,4.35,0.06,13.3,rising,TRUE
consultations,2013-W36,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19393.4,1459,0,0,0,falling,TRUE
consultations,2013-W36,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,232.5,50849.9,3981,9.83,0.13,52.1,rising,TRUE
consultations,2013-W36,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,154.7,17497.9,1510,28.57,0.33,34.6,rising,TRUE
consultations,2013-W36,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W37,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,103.4,157907.1,12045,1.27,0.02,100,falling,TRUE
consultations,2013-W37,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,54.2,31745.1,2080,3.15,0.05,61.1,rising,TRUE
consultations,2013-W37,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,25625,1812,0,0,0,falling,TRUE
consultations,2013-W37,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21640,1701,0,0,0,falling,TRUE
consultations,2013-W37,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17062,1322,0,0,0,falling,TRUE
consultations,2013-W37,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,46166.1,3736,0,0,0,falling,TRUE
consultations,2013-W37,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,34.5,15669,1394,6.38,0.07,38.9,stagnant,TRUE
consultations,2013-W37,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W38,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,192.9,169028.5,12894,2.37,0.03,100,stagnant,TRUE
consultations,2013-W38,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,55.1,31234.2,2032,3.2,0.05,26.4,stagnant,TRUE
consultations,2013-W38,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31295.8,2208,0,0,0,falling,TRUE
consultations,2013-W38,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,58.2,23450,1838,4.26,0.05,27.9,stagnant,TRUE
consultations,2013-W38,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19227.8,1509,0,0,0,falling,TRUE
consultations,2013-W38,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,95.3,49660.2,4019,4.03,0.05,45.7,stagnant,TRUE
consultations,2013-W38,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14160.4,1288,0,0,0,falling,TRUE
consultations,2013-W38,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W39,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,411.9,177912.2,13517,5.06,0.07,100,rising,TRUE
consultations,2013-W39,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,131.2,39344.6,2544,7.62,0.12,33.1,rising,TRUE
consultations,2013-W39,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,47.4,28904.6,2054,3.46,0.05,12,rising,TRUE
consultations,2013-W39,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24993.9,1962,0,0,0,falling,TRUE
consultations,2013-W39,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,23310.4,1827,0,0,0,falling,TRUE
consultations,2013-W39,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,99.3,47655.1,3878,4.2,0.05,25.1,stagnant,TRUE
consultations,2013-W39,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,118.5,13703.7,1252,21.89,0.24,29.9,rising,TRUE
consultations,2013-W39,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W40,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,783,166368.8,11238,9.62,0.14,100,rising,TRUE
consultations,2013-W40,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,172,40050.5,2319,9.99,0.17,25.3,rising,TRUE
consultations,2013-W40,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,99.4,27579.1,1691,7.25,0.12,14.6,rising,TRUE
consultations,2013-W40,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,16924.3,1192,0,0,0,falling,TRUE
consultations,2013-W40,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,14399.7,1040,0,0,0,falling,TRUE
consultations,2013-W40,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,282.7,50197.2,3638,11.95,0.16,41.6,rising,TRUE
consultations,2013-W40,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,125.8,17218,1358,23.23,0.29,18.5,stagnant,TRUE
consultations,2013-W40,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W41,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,926.3,158106.5,9394,11.38,0.19,100,rising,TRUE
consultations,2013-W41,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,188.2,36585.9,1851,10.93,0.22,25.1,stagnant,TRUE
consultations,2013-W41,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,24397.7,1376,0,0,0,falling,TRUE
consultations,2013-W41,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,287.5,23757.5,1448,21.05,0.35,38.3,rising,TRUE
consultations,2013-W41,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,14808.2,900,0,0,0,falling,TRUE
consultations,2013-W41,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,62,38136.7,2413,2.62,0.04,8.3,falling,TRUE
consultations,2013-W41,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,212.2,20420.4,1406,39.18,0.57,28.3,rising,TRUE
consultations,2013-W41,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W42,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1303.2,168672.7,11693,16.01,0.23,100,rising,TRUE
consultations,2013-W42,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,387.2,35587.7,2109,22.48,0.38,35.9,rising,TRUE
consultations,2013-W42,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,45.1,30433.6,2007,3.29,0.05,4.2,stagnant,TRUE
consultations,2013-W42,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26873.6,1922,0,0,0,falling,TRUE
consultations,2013-W42,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,63.4,24409.5,1732,8.19,0.12,5.9,rising,TRUE
consultations,2013-W42,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,137.9,34331,2548,5.83,0.08,12.8,stagnant,TRUE
consultations,2013-W42,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,444.9,17037.2,1375,82.17,1.02,41.3,rising,TRUE
consultations,2013-W42,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
